epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,4179.26,3.05836,1.1659,1.63372,0.83659,0.77469,0.83034,0.5059,2.88626,0.90348,1.61585,0.007591,0.007591,0.007591
75,4235.03,3.11324,1.16833,1.64573,0.85851,0.76803,0.83351,0.50518,2.90353,0.90283,1.6168,0.007558,0.007558,0.007558
76,4291.43,3.05153,1.16135,1.62634,0.86475,0.76799,0.83581,0.50489,2.88579,0.89793,1.61608,0.007525,0.007525,0.007525
77,4347.94,3.09877,1.16841,1.63804,0.85967,0.76379,0.83375,0.50177,2.93497,0.90172,1.61485,0.007492,0.007492,0.007492
78,4404.27,3.05301,1.16163,1.63331,0.85706,0.75876,0.83168,0.50339,2.90147,0.89689,1.61569,0.007459,0.007459,0.007459
79,4460.72,3.09199,1.15572,1.63912,0.84998,0.77105,0.83201,0.50536,2.92184,0.89714,1.6164,0.007426,0.007426,0.007426
80,4516.85,3.0784,1.14333,1.63384,0.85067,0.77152,0.83416,0.50603,2.8912,0.89375,1.61304,0.007393,0.007393,0.007393
81,4572.64,3.04737,1.15015,1.63003,0.86888,0.76227,0.83232,0.50023,2.90528,0.89417,1.6156,0.00736,0.00736,0.00736
82,4628.49,3.04943,1.14163,1.6225,0.85917,0.76401,0.83548,0.50659,2.88076,0.8815,1.60945,0.007327,0.007327,0.007327
83,4684.34,3.05701,1.14196,1.62235,0.86283,0.76786,0.83521,0.50548,2.85069,0.87802,1.59994,0.007294,0.007294,0.007294
84,4740.38,3.05817,1.13439,1.62723,0.85185,0.77638,0.83441,0.50588,2.86297,0.87962,1.60423,0.007261,0.007261,0.007261
85,4797.09,3.00046,1.13679,1.61946,0.86429,0.76528,0.83353,0.50545,2.84159,0.87857,1.59718,0.007228,0.007228,0.007228
86,4853.1,3.01743,1.12169,1.61468,0.86215,0.76412,0.83475,0.50701,2.86444,0.8796,1.59801,0.007195,0.007195,0.007195
87,4909.22,2.97377,1.13539,1.60767,0.86027,0.7723,0.83428,0.50388,2.85284,0.87687,1.59661,0.007162,0.007162,0.007162
88,4965.25,2.97691,1.12872,1.61029,0.86549,0.76725,0.83563,0.50889,2.82107,0.86794,1.59006,0.007129,0.007129,0.007129
89,5021.08,3.0151,1.13913,1.61874,0.85609,0.77564,0.83554,0.50723,2.81731,0.86406,1.59154,0.007096,0.007096,0.007096
90,5077.09,2.99649,1.12752,1.60686,0.86188,0.77473,0.83426,0.50665,2.79805,0.86595,1.59053,0.007063,0.007063,0.007063
91,5133.01,2.99195,1.13417,1.61389,0.86148,0.77293,0.83582,0.5093,2.794,0.86375,1.59169,0.00703,0.00703,0.00703
92,5189.02,2.97315,1.11227,1.60012,0.85488,0.77966,0.83483,0.51197,2.79698,0.86303,1.58609,0.006997,0.006997,0.006997
93,5244.91,2.97321,1.12443,1.60351,0.86841,0.76917,0.83602,0.51309,2.81113,0.86072,1.58592,0.006964,0.006964,0.006964
94,5300.85,2.95264,1.13959,1.60633,0.86643,0.76888,0.83675,0.5119,2.81112,0.8625,1.58492,0.006931,0.006931,0.006931
95,5357.04,2.93576,1.11895,1.59809,0.86237,0.77652,0.8374,0.51268,2.80438,0.85897,1.58364,0.006898,0.006898,0.006898
96,5412.88,2.95904,1.11073,1.59773,0.86087,0.77563,0.83701,0.50974,2.79615,0.85741,1.58308,0.006865,0.006865,0.006865
97,5468.58,2.88417,1.10584,1.59383,0.86425,0.7751,0.83801,0.51175,2.77366,0.85741,1.57867,0.006832,0.006832,0.006832
98,5524.53,2.93065,1.10439,1.59327,0.86307,0.77617,0.83706,0.51097,2.76651,0.85835,1.57658,0.006799,0.006799,0.006799
99,5580.51,2.93409,1.10398,1.5934,0.85954,0.77537,0.83745,0.50997,2.75506,0.85307,1.57529,0.006766,0.006766,0.006766
100,5637.09,2.95575,1.11465,1.60047,0.86545,0.77482,0.83945,0.51063,2.78306,0.85405,1.57718,0.006733,0.006733,0.006733
101,5693.75,2.93665,1.1017,1.59267,0.87455,0.76912,0.83949,0.5127,2.78103,0.85048,1.57498,0.0067,0.0067,0.0067
102,5750.27,2.91635,1.10119,1.58894,0.86465,0.77455,0.84073,0.51306,2.77955,0.84636,1.57166,0.006667,0.006667,0.006667
103,5807.07,2.90031,1.10366,1.58413,0.86873,0.77597,0.84102,0.51322,2.76046,0.84468,1.56817,0.006634,0.006634,0.006634
104,5864.51,2.89044,1.10217,1.5867,0.8694,0.78022,0.84095,0.51477,2.75582,0.84172,1.56679,0.006601,0.006601,0.006601
105,5921.45,2.92242,1.10369,1.59138,0.87202,0.77665,0.84475,0.51578,2.76249,0.83686,1.5636,0.006568,0.006568,0.006568
106,5978.34,2.8397,1.08365,1.57919,0.87943,0.76904,0.84382,0.51599,2.75662,0.83922,1.56414,0.006535,0.006535,0.006535
107,6034.07,2.89844,1.09888,1.58874,0.87984,0.7752,0.84584,0.51514,2.75599,0.84,1.56594,0.006502,0.006502,0.006502
108,6089.91,2.87805,1.0832,1.58385,0.88282,0.77503,0.84635,0.51789,2.74504,0.83672,1.5649,0.006469,0.006469,0.006469
109,6145.65,2.85254,1.08657,1.57636,0.86475,0.78154,0.84539,0.51693,2.73474,0.83485,1.56183,0.006436,0.006436,0.006436
110,6201.24,2.86293,1.08567,1.57318,0.86764,0.77904,0.8464,0.51857,2.73249,0.83108,1.56162,0.006403,0.006403,0.006403
111,6257.13,2.86372,1.07536,1.57361,0.85288,0.78416,0.84522,0.51802,2.73346,0.83307,1.56127,0.00637,0.00637,0.00637
112,6313.57,2.85731,1.07355,1.5764,0.86471,0.78188,0.84336,0.51854,2.73075,0.8308,1.55932,0.006337,0.006337,0.006337
113,6370.22,2.89013,1.09123,1.57695,0.86289,0.78453,0.84333,0.51873,2.71966,0.82744,1.55811,0.006304,0.006304,0.006304
114,6426.26,2.82182,1.08319,1.57223,0.86321,0.7806,0.84378,0.51883,2.70543,0.8252,1.55683,0.006271,0.006271,0.006271
115,6482.01,2.84279,1.07263,1.57321,0.86124,0.78424,0.84438,0.51902,2.69319,0.82429,1.55448,0.006238,0.006238,0.006238
116,6537.7,2.84848,1.08247,1.57262,0.86157,0.78836,0.84526,0.51924,2.69319,0.8243,1.55212,0.006205,0.006205,0.006205
117,6593.46,2.83027,1.07025,1.56966,0.86944,0.78439,0.84586,0.52029,2.68889,0.82327,1.55181,0.006172,0.006172,0.006172
118,6649.45,2.80614,1.0519,1.56229,0.87007,0.79001,0.8464,0.52026,2.69556,0.82167,1.55139,0.006139,0.006139,0.006139
119,6705.86,2.89775,1.0751,1.56392,0.86321,0.79562,0.84816,0.5205,2.68771,0.82061,1.5513,0.006106,0.006106,0.006106
120,6762.09,2.82353,1.06105,1.5647,0.8661,0.7981,0.84929,0.52145,2.68581,0.81783,1.55005,0.006073,0.006073,0.006073
121,6818.59,2.79162,1.06547,1.56595,0.86246,0.80157,0.84964,0.52166,2.68993,0.81655,1.55047,0.00604,0.00604,0.00604
122,6874.82,2.8558,1.0571,1.56703,0.86082,0.80248,0.85004,0.52354,2.70003,0.81302,1.54906,0.006007,0.006007,0.006007
123,6931.16,2.82527,1.05247,1.56032,0.86477,0.79942,0.85002,0.52315,2.69887,0.81144,1.54722,0.005974,0.005974,0.005974
124,6987.77,2.8271,1.05385,1.56268,0.86725,0.7947,0.84982,0.5227,2.69377,0.80917,1.54664,0.005941,0.005941,0.005941
125,7044.28,2.80449,1.06623,1.56028,0.85397,0.80202,0.8503,0.5231,2.69668,0.80778,1.54544,0.005908,0.005908,0.005908
126,7101.07,2.76463,1.05662,1.54989,0.85688,0.80047,0.85154,0.52435,2.69662,0.8075,1.54419,0.005875,0.005875,0.005875
127,7157.1,2.76972,1.05055,1.54903,0.8614,0.79662,0.85111,0.5252,2.69086,0.80577,1.54143,0.005842,0.005842,0.005842
128,7212.82,2.77506,1.06076,1.55409,0.86996,0.79221,0.85086,0.52491,2.68332,0.80526,1.54128,0.005809,0.005809,0.005809
129,7268.31,2.7725,1.04173,1.55312,0.86947,0.79208,0.85077,0.52526,2.67773,0.80472,1.54097,0.005776,0.005776,0.005776
130,7323.8,2.7728,1.04612,1.54969,0.86421,0.79444,0.85132,0.52508,2.67134,0.80388,1.54023,0.005743,0.005743,0.005743
131,7380.58,2.79027,1.0476,1.55084,0.86507,0.79291,0.85022,0.52437,2.67165,0.80283,1.53933,0.00571,0.00571,0.00571
132,7436.74,2.72755,1.04762,1.54205,0.8588,0.79541,0.85047,0.52525,2.67039,0.803,1.53855,0.005677,0.005677,0.005677
133,7493.39,2.76143,1.03706,1.55008,0.85938,0.79747,0.85072,0.52384,2.66801,0.80315,1.53861,0.005644,0.005644,0.005644
