epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,4810.43,0.80864,0.86906,1.39985,0.88809,0.85392,0.89277,0.55955,0.77471,0.66096,1.36655,0.007228,0.007228,0.007228
86,4867.61,0.80564,0.85825,1.39257,0.89328,0.84639,0.89314,0.56192,0.77472,0.65975,1.36411,0.007195,0.007195,0.007195
87,4924.63,0.80822,0.86491,1.3876,0.89827,0.84389,0.89218,0.55674,0.77429,0.65936,1.36498,0.007162,0.007162,0.007162
88,4982.03,0.80759,0.86649,1.39453,0.89596,0.84254,0.89056,0.56088,0.77232,0.65797,1.36055,0.007129,0.007129,0.007129
89,5039.13,0.80507,0.86751,1.39137,0.89484,0.84766,0.89448,0.56004,0.77329,0.65709,1.36153,0.007096,0.007096,0.007096
90,5095.95,0.80661,0.8605,1.3813,0.89928,0.84535,0.89438,0.55883,0.77515,0.65496,1.3614,0.007063,0.007063,0.007063
91,5152.48,0.80707,0.86214,1.38923,0.89019,0.85232,0.89162,0.55982,0.77436,0.65113,1.36083,0.00703,0.00703,0.00703
92,5209.06,0.80616,0.85831,1.38176,0.89317,0.85258,0.89202,0.56005,0.77326,0.65355,1.3591,0.006997,0.006997,0.006997
93,5265.39,0.80535,0.85665,1.38063,0.88929,0.85783,0.892,0.56138,0.77152,0.65312,1.35564,0.006964,0.006964,0.006964
94,5321.56,0.80906,0.86954,1.38597,0.8968,0.85273,0.89178,0.56066,0.77162,0.65339,1.35472,0.006931,0.006931,0.006931
95,5377.47,0.81027,0.86325,1.38847,0.8907,0.86411,0.89307,0.56134,0.77233,0.65163,1.35639,0.006898,0.006898,0.006898
96,5433.49,0.80523,0.85218,1.3788,0.89866,0.85813,0.89357,0.56041,0.77326,0.65162,1.35944,0.006865,0.006865,0.006865
97,5489.19,0.80533,0.84628,1.37901,0.90138,0.85351,0.89505,0.56097,0.77415,0.64916,1.35882,0.006832,0.006832,0.006832
98,5544.92,0.80495,0.83905,1.37169,0.90045,0.84987,0.89533,0.56068,0.77371,0.64877,1.35499,0.006799,0.006799,0.006799
99,5600.74,0.80164,0.84498,1.37494,0.90498,0.84419,0.89509,0.5609,0.77426,0.64783,1.35411,0.006766,0.006766,0.006766
100,5656.38,0.80116,0.8503,1.37773,0.89418,0.852,0.89422,0.56209,0.77369,0.64903,1.35273,0.006733,0.006733,0.006733
101,5712.28,0.80261,0.84144,1.37192,0.90319,0.85001,0.89479,0.56273,0.77211,0.64615,1.3493,0.0067,0.0067,0.0067
102,5768.14,0.80494,0.84336,1.37512,0.89936,0.85876,0.895,0.56357,0.77213,0.64776,1.34751,0.006667,0.006667,0.006667
103,5824.2,0.79977,0.84071,1.36712,0.90388,0.85335,0.8953,0.56125,0.77294,0.64707,1.34736,0.006634,0.006634,0.006634
104,5880.01,0.80218,0.84312,1.36522,0.90666,0.84942,0.89595,0.56179,0.77281,0.64685,1.3461,0.006601,0.006601,0.006601
105,5936.09,0.80376,0.84376,1.37454,0.90406,0.85282,0.89848,0.56174,0.77253,0.6446,1.34484,0.006568,0.006568,0.006568
106,5992.37,0.80168,0.83253,1.3618,0.90495,0.85179,0.89779,0.56203,0.77343,0.64364,1.34481,0.006535,0.006535,0.006535
107,6048.64,0.80042,0.84651,1.37227,0.90225,0.85375,0.89844,0.56294,0.77379,0.64222,1.34549,0.006502,0.006502,0.006502
108,6105.09,0.80056,0.83331,1.36357,0.90709,0.85145,0.89782,0.56401,0.77299,0.64149,1.3445,0.006469,0.006469,0.006469
109,6161.82,0.79909,0.83115,1.36215,0.89292,0.8606,0.89802,0.56295,0.77246,0.64221,1.34421,0.006436,0.006436,0.006436
110,6218.47,0.80055,0.83667,1.36216,0.90195,0.85735,0.89819,0.56329,0.77214,0.64265,1.3426,0.006403,0.006403,0.006403
111,6274.64,0.79732,0.82786,1.35818,0.89972,0.85752,0.90002,0.5665,0.77068,0.64166,1.33938,0.00637,0.00637,0.00637
112,6330.78,0.80158,0.82423,1.35719,0.89665,0.85932,0.90042,0.56757,0.77019,0.63708,1.33739,0.006337,0.006337,0.006337
113,6386.64,0.79977,0.83765,1.36008,0.90397,0.85861,0.90128,0.56949,0.76966,0.63721,1.33789,0.006304,0.006304,0.006304
114,6442.89,0.79945,0.83286,1.35798,0.90695,0.85711,0.90042,0.56918,0.76951,0.63616,1.33695,0.006271,0.006271,0.006271
115,6499.63,0.79975,0.82875,1.35646,0.90172,0.85643,0.901,0.56923,0.76899,0.63708,1.33532,0.006238,0.006238,0.006238
116,6556.16,0.80206,0.83378,1.35499,0.90264,0.85482,0.90097,0.56916,0.76852,0.63655,1.33372,0.006205,0.006205,0.006205
117,6612.3,0.80002,0.82203,1.3583,0.90154,0.85473,0.90054,0.56732,0.76867,0.63649,1.33405,0.006172,0.006172,0.006172
118,6668.56,0.79945,0.81538,1.35234,0.90132,0.85565,0.90064,0.56725,0.76882,0.63611,1.33459,0.006139,0.006139,0.006139
119,6724.67,0.8018,0.83614,1.36234,0.90398,0.85735,0.89923,0.56718,0.76864,0.6371,1.33444,0.006106,0.006106,0.006106
120,6780.95,0.79716,0.82052,1.35178,0.90123,0.858,0.89896,0.56756,0.76858,0.63678,1.33376,0.006073,0.006073,0.006073
121,6837.33,0.8008,0.82754,1.35026,0.90354,0.85947,0.8984,0.56669,0.76847,0.63689,1.3329,0.00604,0.00604,0.00604
122,6893.38,0.79808,0.82273,1.34829,0.89884,0.86115,0.8983,0.56774,0.7683,0.63565,1.33035,0.006007,0.006007,0.006007
123,6949.3,0.79623,0.81444,1.34316,0.89878,0.86088,0.89845,0.56694,0.76852,0.63622,1.32914,0.005974,0.005974,0.005974
124,7005.19,0.79827,0.81534,1.34309,0.89646,0.86279,0.89781,0.56643,0.76884,0.63609,1.32843,0.005941,0.005941,0.005941
125,7061.16,0.79715,0.81976,1.33853,0.89479,0.86522,0.89783,0.56742,0.76854,0.63497,1.32674,0.005908,0.005908,0.005908
126,7116.97,0.79831,0.81997,1.34328,0.89755,0.86487,0.89853,0.56843,0.76841,0.63473,1.32659,0.005875,0.005875,0.005875
127,7172.97,0.7943,0.80823,1.33726,0.89881,0.86355,0.89941,0.56906,0.76853,0.63353,1.32717,0.005842,0.005842,0.005842
128,7229.59,0.79764,0.82486,1.34192,0.8983,0.86162,0.89996,0.5684,0.76892,0.63388,1.32692,0.005809,0.005809,0.005809
129,7285.76,0.79765,0.80262,1.33496,0.89266,0.86525,0.90019,0.5674,0.7694,0.63435,1.32655,0.005776,0.005776,0.005776
130,7341.97,0.7975,0.81551,1.33056,0.89515,0.86297,0.9006,0.5677,0.76913,0.63288,1.32545,0.005743,0.005743,0.005743
131,7398.39,0.7958,0.81129,1.33605,0.89255,0.86225,0.90046,0.56764,0.76898,0.63208,1.32486,0.00571,0.00571,0.00571
132,7454.62,0.79483,0.80792,1.33239,0.8917,0.86124,0.90045,0.56836,0.7685,0.63131,1.32407,0.005677,0.005677,0.005677
133,7510.72,0.793,0.80672,1.33596,0.89099,0.8605,0.9005,0.56787,0.76847,0.63142,1.32414,0.005644,0.005644,0.005644
