epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,6728.21,0.66243,0.95062,1.57098,0.9135,0.79781,0.87458,0.52163,0.64843,0.72703,1.53854,0.008614,0.008614,0.008614
44,6882.95,0.66314,0.95166,1.57438,0.90416,0.80922,0.87293,0.52292,0.64607,0.72186,1.54096,0.008581,0.008581,0.008581
45,7038.01,0.6605,0.92822,1.56291,0.89996,0.80288,0.86919,0.52718,0.64522,0.72696,1.53425,0.008548,0.008548,0.008548
46,7193.18,0.661,0.94419,1.56399,0.88781,0.81879,0.87511,0.52663,0.64399,0.7168,1.53406,0.008515,0.008515,0.008515
47,7348.09,0.66027,0.93871,1.56301,0.89535,0.81249,0.87311,0.53163,0.6414,0.71176,1.52751,0.008482,0.008482,0.008482
48,7502.26,0.66036,0.92785,1.55359,0.89585,0.80763,0.87573,0.5319,0.64064,0.70489,1.51362,0.008449,0.008449,0.008449
49,7656.92,0.65949,0.92117,1.54839,0.89761,0.81521,0.87622,0.53499,0.63862,0.70817,1.50595,0.008416,0.008416,0.008416
50,7812.1,0.66035,0.92381,1.54744,0.88808,0.81661,0.87333,0.53264,0.63784,0.70803,1.51033,0.008383,0.008383,0.008383
51,7966.44,0.66037,0.92572,1.54511,0.89331,0.82426,0.87654,0.53386,0.63833,0.70324,1.49642,0.00835,0.00835,0.00835
52,8120.72,0.65944,0.91653,1.539,0.88812,0.81421,0.87352,0.53099,0.64002,0.6983,1.50954,0.008317,0.008317,0.008317
53,8276.49,0.65886,0.91986,1.53932,0.8974,0.8211,0.87811,0.53725,0.64246,0.70066,1.50239,0.008284,0.008284,0.008284
54,8431.29,0.65933,0.91025,1.53568,0.89468,0.80398,0.87528,0.52496,0.6402,0.69732,1.50774,0.008251,0.008251,0.008251
55,8586.4,0.65836,0.92651,1.53708,0.90206,0.813,0.87908,0.54011,0.63679,0.6894,1.49807,0.008218,0.008218,0.008218
56,8739.67,0.65768,0.90913,1.5345,0.8956,0.81804,0.8788,0.53548,0.63729,0.68924,1.49395,0.008185,0.008185,0.008185
57,8893.95,0.65813,0.91222,1.53507,0.90692,0.82293,0.88139,0.5384,0.63494,0.68829,1.48812,0.008152,0.008152,0.008152
58,9048.17,0.65518,0.89726,1.51553,0.89952,0.81976,0.87838,0.53885,0.63705,0.68423,1.48621,0.008119,0.008119,0.008119
59,9202.64,0.65639,0.8983,1.52188,0.89765,0.81889,0.88024,0.53682,0.63434,0.68146,1.47778,0.008086,0.008086,0.008086
60,9358.34,0.65483,0.8859,1.50814,0.91059,0.81302,0.88187,0.54008,0.63414,0.67938,1.47665,0.008053,0.008053,0.008053
61,9515.13,0.65401,0.89106,1.50852,0.9035,0.81629,0.87991,0.53708,0.63391,0.67096,1.4784,0.00802,0.00802,0.00802
62,9671.07,0.65563,0.89677,1.51286,0.89405,0.83329,0.8838,0.53626,0.63584,0.67963,1.48386,0.007987,0.007987,0.007987
63,9827.44,0.65519,0.88973,1.50624,0.90032,0.82091,0.88031,0.53483,0.63764,0.67548,1.47833,0.007954,0.007954,0.007954
64,9983.78,0.65662,0.89192,1.50186,0.90111,0.82001,0.88471,0.54647,0.63379,0.66475,1.46476,0.007921,0.007921,0.007921
65,10139.6,0.65321,0.881,1.50263,0.895,0.83615,0.88591,0.54901,0.63391,0.66156,1.4645,0.007888,0.007888,0.007888
66,10295,0.65489,0.88384,1.50522,0.89638,0.82622,0.88327,0.54115,0.63633,0.66048,1.45868,0.007855,0.007855,0.007855
67,10450.7,0.65511,0.87049,1.49934,0.90503,0.83,0.88652,0.54492,0.63406,0.65862,1.461,0.007822,0.007822,0.007822
68,10606,0.65405,0.86514,1.49702,0.91666,0.82197,0.88339,0.53811,0.63742,0.66408,1.46283,0.007789,0.007789,0.007789
69,10761.2,0.65307,0.87727,1.49832,0.90549,0.82896,0.88216,0.54169,0.63464,0.65608,1.46304,0.007756,0.007756,0.007756
70,10915.9,0.65551,0.87392,1.49219,0.90613,0.83056,0.8865,0.54448,0.63381,0.65279,1.45846,0.007723,0.007723,0.007723
71,11070.3,0.65371,0.86931,1.48991,0.91568,0.8257,0.88931,0.54892,0.63282,0.64927,1.45075,0.00769,0.00769,0.00769
72,11224.6,0.6529,0.86857,1.48424,0.90893,0.8321,0.88801,0.54652,0.6332,0.64817,1.44711,0.007657,0.007657,0.007657
73,11379,0.6538,0.84243,1.48117,0.90355,0.83433,0.88946,0.54713,0.6338,0.64467,1.44874,0.007624,0.007624,0.007624
74,11533.1,0.65372,0.85065,1.4775,0.90525,0.82723,0.88945,0.54716,0.6337,0.64663,1.44681,0.007591,0.007591,0.007591
75,11688.1,0.65212,0.8621,1.4861,0.90547,0.82939,0.88896,0.54817,0.63292,0.64675,1.44696,0.007558,0.007558,0.007558
76,11842.9,0.65011,0.84495,1.47612,0.89492,0.83711,0.89054,0.54734,0.63298,0.64291,1.43968,0.007525,0.007525,0.007525
77,11998.6,0.6494,0.85036,1.46998,0.89429,0.84406,0.88893,0.55329,0.63285,0.64093,1.4407,0.007492,0.007492,0.007492
78,12151.7,0.65286,0.84608,1.47326,0.90855,0.83675,0.88667,0.55139,0.63226,0.64007,1.43891,0.007459,0.007459,0.007459
79,12307.1,0.65133,0.85196,1.46674,0.9052,0.83525,0.88785,0.54998,0.63216,0.63714,1.43495,0.007426,0.007426,0.007426
80,12461.5,0.64882,0.84566,1.46669,0.90823,0.83402,0.88882,0.5494,0.63163,0.637,1.43777,0.007393,0.007393,0.007393
81,12614.7,0.65035,0.85108,1.45839,0.90482,0.83794,0.88856,0.54702,0.63334,0.64396,1.43669,0.00736,0.00736,0.00736
82,12768.4,0.64981,0.84159,1.45748,0.90479,0.83345,0.89013,0.54822,0.63345,0.64299,1.43417,0.007327,0.007327,0.007327
83,12922.7,0.65259,0.84972,1.47104,0.89413,0.84111,0.88963,0.54754,0.63268,0.64093,1.43057,0.007294,0.007294,0.007294
84,13077.6,0.64798,0.8416,1.45696,0.90095,0.83099,0.8886,0.5507,0.63074,0.63655,1.42667,0.007261,0.007261,0.007261
85,13231.1,0.64649,0.84248,1.45709,0.90892,0.82998,0.88986,0.55246,0.62996,0.63202,1.42611,0.007228,0.007228,0.007228
86,13385.4,0.649,0.83965,1.46658,0.91271,0.8337,0.88942,0.55508,0.62893,0.62779,1.42483,0.007195,0.007195,0.007195
87,13539.4,0.64949,0.83457,1.45714,0.92042,0.83162,0.89088,0.55641,0.62862,0.62777,1.41848,0.007162,0.007162,0.007162
88,13692.9,0.64901,0.84534,1.4534,0.92004,0.82649,0.89069,0.55567,0.63024,0.62727,1.42051,0.007129,0.007129,0.007129
89,13846.4,0.64841,0.83306,1.45235,0.91642,0.8292,0.89257,0.55404,0.62846,0.62802,1.41913,0.007096,0.007096,0.007096
90,14000.1,0.64727,0.83408,1.44584,0.91295,0.83016,0.89144,0.55584,0.628,0.62667,1.41591,0.007063,0.007063,0.007063
91,14153.3,0.64695,0.82565,1.43546,0.90817,0.82907,0.88999,0.55605,0.6287,0.62631,1.41329,0.00703,0.00703,0.00703
92,14305.8,0.64896,0.83343,1.43855,0.91206,0.82766,0.88946,0.55475,0.6292,0.62421,1.41105,0.006997,0.006997,0.006997
93,14459.1,0.64842,0.83043,1.4466,0.91046,0.83343,0.89004,0.55478,0.62793,0.62403,1.4086,0.006964,0.006964,0.006964
94,14612.3,0.6485,0.82982,1.44236,0.91,0.83466,0.89107,0.5559,0.62751,0.62214,1.40946,0.006931,0.006931,0.006931
95,14766.1,0.64732,0.82816,1.4455,0.91755,0.82893,0.89082,0.55555,0.62849,0.62371,1.41206,0.006898,0.006898,0.006898
96,14920.7,0.64697,0.81778,1.43477,0.91154,0.82956,0.89219,0.55552,0.62808,0.62108,1.41136,0.006865,0.006865,0.006865
97,15076.3,0.64421,0.82897,1.44285,0.90428,0.83905,0.8918,0.55547,0.62746,0.62088,1.4133,0.006832,0.006832,0.006832
98,15230.6,0.64763,0.82179,1.44127,0.90293,0.8431,0.8913,0.55529,0.626,0.61817,1.41026,0.006799,0.006799,0.006799
99,15384.7,0.64845,0.82915,1.4429,0.90841,0.8406,0.89203,0.55568,0.62636,0.61736,1.4102,0.006766,0.006766,0.006766
100,15538.6,0.64556,0.82103,1.43254,0.90396,0.8452,0.89317,0.55536,0.628,0.61922,1.41274,0.006733,0.006733,0.006733
101,15692.2,0.64564,0.83152,1.4374,0.90824,0.83707,0.89252,0.5558,0.62754,0.62117,1.40896,0.0067,0.0067,0.0067
102,15846.1,0.64626,0.81525,1.42616,0.89976,0.83916,0.8919,0.55526,0.62786,0.62084,1.40818,0.006667,0.006667,0.006667
103,16000,0.647,0.81278,1.43328,0.90237,0.83824,0.89345,0.55567,0.62704,0.61843,1.40487,0.006634,0.006634,0.006634
104,16153.3,0.64398,0.81689,1.43081,0.90864,0.84295,0.89425,0.55634,0.62707,0.61682,1.40375,0.006601,0.006601,0.006601
105,16310.8,0.64427,0.80711,1.42085,0.91357,0.84323,0.8948,0.55658,0.62754,0.61427,1.40381,0.006568,0.006568,0.006568
106,16465.5,0.64405,0.81389,1.42262,0.9129,0.84867,0.89599,0.55634,0.62763,0.61421,1.40461,0.006535,0.006535,0.006535
107,16621.1,0.64648,0.81396,1.41981,0.91071,0.84753,0.8966,0.55839,0.62692,0.61246,1.40215,0.006502,0.006502,0.006502
108,16776,0.64425,0.8035,1.41621,0.91642,0.84355,0.89562,0.55816,0.62688,0.611,1.40074,0.006469,0.006469,0.006469
109,16931.2,0.64535,0.81641,1.42417,0.91766,0.84541,0.89739,0.55832,0.62629,0.6108,1.39878,0.006436,0.006436,0.006436
110,17086.9,0.64392,0.79793,1.41705,0.91849,0.84131,0.89566,0.5591,0.62566,0.60863,1.39748,0.006403,0.006403,0.006403
111,17242.7,0.64391,0.79748,1.42043,0.91499,0.84324,0.8964,0.55809,0.62617,0.60682,1.39712,0.00637,0.00637,0.00637
112,17398.8,0.64598,0.8011,1.41474,0.91182,0.84622,0.89723,0.55823,0.62581,0.60589,1.39598,0.006337,0.006337,0.006337
113,17555.1,0.64707,0.81406,1.42166,0.90956,0.84458,0.89702,0.55786,0.6261,0.60662,1.39488,0.006304,0.006304,0.006304
114,17711.8,0.64301,0.79909,1.41449,0.91058,0.84165,0.89715,0.55878,0.62637,0.60666,1.39406,0.006271,0.006271,0.006271
115,17871.5,0.64237,0.79363,1.40253,0.90849,0.84215,0.89702,0.55812,0.62623,0.60779,1.39215,0.006238,0.006238,0.006238
116,18032.5,0.64168,0.79883,1.4093,0.91007,0.84172,0.89794,0.56002,0.62549,0.60555,1.39091,0.006205,0.006205,0.006205
117,18188.7,0.64318,0.79378,1.40573,0.91183,0.84142,0.89751,0.56153,0.62457,0.60449,1.38882,0.006172,0.006172,0.006172
118,18345,0.64111,0.79946,1.40784,0.91243,0.84161,0.89647,0.561,0.62465,0.60289,1.38631,0.006139,0.006139,0.006139
119,18502.8,0.64416,0.80146,1.40482,0.90927,0.84338,0.89595,0.56168,0.62484,0.60279,1.38576,0.006106,0.006106,0.006106
120,18660.2,0.64355,0.80735,1.41139,0.90791,0.84699,0.8965,0.56088,0.62473,0.60291,1.3846,0.006073,0.006073,0.006073
121,18817.5,0.64393,0.79845,1.4093,0.9116,0.84568,0.89679,0.56212,0.62438,0.60163,1.38298,0.00604,0.00604,0.00604
122,18973.7,0.6426,0.78956,1.39991,0.90919,0.8478,0.89711,0.56221,0.62441,0.60145,1.38286,0.006007,0.006007,0.006007
123,19130,0.64105,0.79062,1.40187,0.91781,0.84347,0.89768,0.56246,0.62399,0.60001,1.38084,0.005974,0.005974,0.005974
124,19286,0.63948,0.79821,1.39723,0.91755,0.84066,0.89665,0.56234,0.62362,0.59945,1.37951,0.005941,0.005941,0.005941
125,19443,0.64123,0.78758,1.39613,0.9185,0.84201,0.89686,0.56356,0.62345,0.59894,1.37915,0.005908,0.005908,0.005908
126,19602,0.63986,0.78891,1.39732,0.91806,0.84202,0.89675,0.56385,0.62338,0.59889,1.37946,0.005875,0.005875,0.005875
127,19758.9,0.64171,0.78674,1.39496,0.91889,0.84371,0.89761,0.56449,0.62306,0.59779,1.37896,0.005842,0.005842,0.005842
128,19915.5,0.64,0.77773,1.39426,0.9169,0.84418,0.89702,0.56387,0.62339,0.59762,1.37838,0.005809,0.005809,0.005809
129,20071.8,0.64006,0.79194,1.39207,0.91509,0.84355,0.89732,0.5645,0.62316,0.5971,1.37679,0.005776,0.005776,0.005776
130,20227.9,0.6416,0.78554,1.38905,0.91278,0.84543,0.89696,0.56487,0.62316,0.59726,1.37625,0.005743,0.005743,0.005743
131,20383.8,0.64223,0.78383,1.39174,0.91374,0.84639,0.89693,0.56423,0.62352,0.59839,1.37576,0.00571,0.00571,0.00571
132,20540,0.64208,0.78114,1.38844,0.9147,0.84656,0.89741,0.56481,0.62358,0.59841,1.3752,0.005677,0.005677,0.005677
133,20696,0.64076,0.79046,1.39073,0.91441,0.8463,0.89813,0.56558,0.62332,0.59781,1.37446,0.005644,0.005644,0.005644
