epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,10805.5,1.36354,0.92617,1.36099,0.89717,0.83737,0.88439,0.54534,1.25799,0.69439,1.33352,0.007657,0.007657,0.007657
73,10955.6,1.35517,0.89885,1.35685,0.89474,0.83926,0.88638,0.54898,1.25748,0.69025,1.33174,0.007624,0.007624,0.007624
74,11105.2,1.35811,0.90579,1.35274,0.88026,0.84691,0.8874,0.54983,1.25836,0.68493,1.32768,0.007591,0.007591,0.007591
75,11255.4,1.36015,0.9196,1.35559,0.89695,0.83628,0.88501,0.54968,1.25449,0.68432,1.32238,0.007558,0.007558,0.007558
76,11405.1,1.3454,0.89791,1.34897,0.90067,0.83679,0.88581,0.54731,1.25137,0.68059,1.3213,0.007525,0.007525,0.007525
77,11555.1,1.34677,0.90297,1.34298,0.90089,0.83461,0.88473,0.55277,1.2477,0.6795,1.31748,0.007492,0.007492,0.007492
78,11705.2,1.35464,0.90018,1.34525,0.88995,0.84979,0.88703,0.55209,1.24423,0.67337,1.31351,0.007459,0.007459,0.007459
79,11854.7,1.35003,0.9082,1.34582,0.89168,0.84708,0.88752,0.55084,1.24827,0.67129,1.31907,0.007426,0.007426,0.007426
80,12004.9,1.34178,0.89788,1.34212,0.89589,0.84301,0.88801,0.55082,1.24993,0.67284,1.31943,0.007393,0.007393,0.007393
81,12153.6,1.3461,0.90304,1.34232,0.89385,0.84026,0.88825,0.54792,1.25166,0.67538,1.31786,0.00736,0.00736,0.00736
82,12302.8,1.33338,0.88888,1.33823,0.89798,0.84407,0.88809,0.54963,1.2514,0.67504,1.31988,0.007327,0.007327,0.007327
83,12452.1,1.3572,0.90059,1.34527,0.89499,0.84539,0.88842,0.5494,1.24548,0.66907,1.31532,0.007294,0.007294,0.007294
84,12602.9,1.33897,0.88724,1.3408,0.90412,0.83731,0.88899,0.552,1.24551,0.66615,1.31629,0.007261,0.007261,0.007261
